City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather description
261,Alto Araguaia,BR,2022-03-05 19:01:10,-17.3147,-53.2153,81.25,63,15,7.52,few clouds
262,Kaitangata,NZ,2022-03-05 19:01:10,-46.2817,169.8464,57.43,69,100,4.81,overcast clouds
263,Fairbanks,US,2022-03-05 19:00:02,64.8378,-147.7164,23.59,86,87,1.01,overcast clouds
264,Kungurtug,RU,2022-03-05 19:01:11,50.5994,97.5228,5.25,96,54,2.64,broken clouds
265,Keetmanshoop,NA,2022-03-05 19:01:11,-26.5833,18.1333,81.28,37,82,19.91,broken clouds
266,Villarrica,PY,2022-03-05 19:01:11,-25.75,-56.4333,95.59,36,98,9.08,overcast clouds
267,Estacion Coahuila,MX,2022-03-05 19:01:12,32.1939,-115.0017,66.96,24,0,10.07,clear sky
268,Ulety,RU,2022-03-05 19:01:12,51.3572,112.4849,11.12,93,100,1.05,light snow
269,Pochutla,MX,2022-03-05 19:01:13,15.7432,-96.4661,91.81,40,0,10.29,clear sky
270,Ust-Nera,RU,2022-03-05 19:01:13,64.5667,143.2,-19.97,98,100,1.28,overcast clouds
271,Inuvik,CA,2022-03-05 19:01:14,68.3499,-133.7218,21.0,79,5,10.67,clear sky
272,Severo-Kurilsk,RU,2022-03-05 19:01:14,50.6789,156.125,24.1,85,80,11.52,broken clouds
273,Dahanu,IN,2022-03-05 19:01:14,19.9667,72.7333,77.88,47,0,3.62,clear sky
274,Darhan,MN,2022-03-05 18:56:44,49.4867,105.9228,5.23,92,100,1.79,overcast clouds
275,Duma,CN,2022-03-05 19:01:15,34.7653,108.135,45.09,35,100,0.85,light rain
276,Oriximina,BR,2022-03-05 19:01:15,-1.7656,-55.8661,77.34,91,99,3.31,light rain
277,Karmaskaly,RU,2022-03-05 19:01:16,54.3709,56.1837,30.11,98,100,9.26,snow
278,Puro,PH,2022-03-05 19:01:16,12.4841,123.3827,77.85,87,100,10.78,overcast clouds
279,Aljezur,PT,2022-03-05 19:01:16,37.3191,-8.8033,51.57,87,46,7.58,scattered clouds
280,Rio Grande,BR,2022-03-05 19:02:17,-32.035,-52.0986,86.11,74,100,17.67,overcast clouds
281,Bandrele,YT,2022-03-05 19:02:17,-12.9067,45.1914,80.35,83,0,5.75,moderate rain
282,Talnakh,RU,2022-03-05 19:02:18,69.4865,88.3972,-27.29,94,66,3.15,broken clouds
283,Imeni Poliny Osipenko,RU,2022-03-05 19:02:18,52.4201,136.4853,6.15,96,100,5.7,overcast clouds
284,Kemijarvi,FI,2022-03-05 19:02:18,66.7131,27.4306,21.76,97,100,2.82,overcast clouds
285,Iracoubo,GF,2022-03-05 19:02:19,5.4802,-53.2011,74.43,95,100,7.36,light rain
286,Kedrovyy,RU,2022-03-05 19:02:19,56.1667,91.8167,21.87,96,100,5.48,light snow
287,Zabol,AF,2022-03-05 19:02:19,32.25,67.25,51.58,50,100,5.35,overcast clouds
288,Road Town,VG,2022-03-05 18:57:24,18.4167,-64.6167,84.24,61,40,17.27,scattered clouds
289,Lulea,SE,2022-03-05 19:02:20,65.5842,22.1547,28.47,80,0,1.14,clear sky
290,Mehamn,NO,2022-03-05 19:02:20,71.0357,27.8492,24.44,94,100,7.87,light snow
291,Saint-Medard-En-Jalles,FR,2022-03-05 19:02:21,44.8969,-0.7214,48.94,64,0,5.75,clear sky
292,Dickinson,US,2022-03-05 19:02:21,29.4608,-95.0513,82.22,76,75,25.32,broken clouds
293,Provideniya,RU,2022-03-05 19:02:21,64.3833,-173.3,8.29,98,99,5.53,overcast clouds
294,Akdepe,TM,2022-03-05 19:02:22,42.0551,59.3788,44.6,54,35,12.91,scattered clouds
295,Flinders,AU,2022-03-05 19:02:22,-34.5833,150.8552,70.18,91,100,7.0,light rain
296,Sept-Iles,CA,2022-03-05 19:02:23,50.2001,-66.3821,21.06,52,100,11.01,overcast clouds
297,Ballina,AU,2022-03-05 19:02:23,-28.8667,153.5667,70.79,91,95,3.42,light rain
298,Banjar,ID,2022-03-05 19:02:23,-8.19,114.9675,78.66,90,100,5.06,overcast clouds
299,Khani,GE,2022-03-05 19:02:24,41.9563,42.9566,33.37,96,99,1.81,light snow
300,Sola,VU,2022-03-05 19:01:17,-13.8833,167.55,82.74,74,100,6.44,overcast clouds
301,Bathsheba,BB,2022-03-05 19:02:24,13.2167,-59.5167,79.34,69,57,18.99,broken clouds
302,San Quintin,MX,2022-03-05 19:02:25,30.4833,-115.95,59.59,59,0,20.31,clear sky
303,Aklavik,CA,2022-03-05 19:02:25,68.2191,-135.0107,35.22,52,1,23.51,clear sky
304,Tessalit,ML,2022-03-05 18:53:51,20.1986,1.0114,74.75,8,19,7.78,few clouds
305,Wahpeton,US,2022-03-05 19:02:26,46.2652,-96.6059,32.92,69,100,17.27,overcast clouds
306,Constitucion,CL,2022-03-05 19:01:42,-35.3333,-72.4167,67.28,52,3,18.03,clear sky
307,Narsaq,GL,2022-03-05 19:02:26,60.9167,-46.05,26.82,96,100,20.78,snow
308,Ko Samui,TH,2022-03-05 18:59:01,9.5357,99.9357,82.56,76,100,12.93,overcast clouds
309,Fukue,JP,2022-03-05 19:02:27,32.6881,128.8419,44.82,57,100,26.15,overcast clouds
310,Berlevag,NO,2022-03-05 19:02:27,70.8578,29.0864,22.84,87,76,9.19,broken clouds
311,Inta,RU,2022-03-05 19:02:27,66.0317,60.1659,-24.47,100,95,5.5,overcast clouds
312,Rudbar,AF,2022-03-05 18:52:44,30.15,62.6,70.39,40,40,8.03,scattered clouds
313,Kourou,GF,2022-03-05 19:00:05,5.1552,-52.6478,78.85,97,100,3.83,moderate rain
314,Setermoen,NO,2022-03-05 19:02:28,68.861,18.3486,34.43,95,100,7.07,light snow
315,Purpe,RU,2022-03-05 19:02:28,64.4803,76.6897,-32.48,100,76,4.9,broken clouds
316,Nishihara,JP,2022-03-05 19:02:29,26.1842,127.7558,65.48,68,47,8.05,scattered clouds
317,Pascagoula,US,2022-03-05 19:02:29,30.3658,-88.5561,82.56,73,6,12.73,clear sky
318,Tumbagaan,PH,2022-03-05 19:02:29,5.3656,120.3139,78.98,85,100,6.29,overcast clouds
319,Rawlins,US,2022-03-05 19:02:30,41.7911,-107.2387,28.83,80,100,8.05,overcast clouds
320,Karasburg,NA,2022-03-05 19:02:30,-28.0167,18.75,81.43,30,100,14.76,overcast clouds
321,Dalvik,IS,2022-03-05 19:02:31,65.9702,-18.5286,35.35,80,100,10.65,overcast clouds
322,Ngunguru,NZ,2022-03-05 19:02:31,-35.6167,174.5,69.17,68,100,15.39,overcast clouds
323,Payo,ID,2022-03-05 19:02:32,-3.7508,103.6372,73.54,98,100,1.23,moderate rain
324,Hofn,IS,2022-03-05 19:01:11,64.2539,-15.2082,42.93,84,100,24.99,heavy intensity rain
325,Cabras,IT,2022-03-05 19:02:32,39.93,8.5314,47.66,56,23,9.66,few clouds
326,Illapel,CL,2022-03-05 19:02:33,-31.6308,-71.1653,82.87,36,39,8.41,scattered clouds
327,Ambanja,MG,2022-03-05 19:02:33,-13.6833,48.45,74.53,97,100,2.8,light rain
328,Hirara,JP,2022-03-05 19:03:34,24.8,125.2833,70.0,63,88,18.95,overcast clouds
329,Xining,CN,2022-03-05 19:03:35,36.6167,101.7667,33.49,54,100,1.52,overcast clouds
330,Faanui,PF,2022-03-05 19:03:35,-16.4833,-151.75,81.7,72,14,18.41,light rain
331,Chuy,UY,2022-03-05 19:03:36,-33.6971,-53.4616,78.69,78,100,10.49,overcast clouds
332,Yei,SS,2022-03-05 19:03:36,4.095,30.6779,81.07,34,20,4.52,few clouds
333,Macamic,CA,2022-03-05 19:03:37,48.7502,-78.9996,23.14,80,100,6.51,overcast clouds
334,Smoky Lake,CA,2022-03-05 19:03:37,54.1169,-112.4686,21.49,88,72,5.86,broken clouds
335,Tura,IN,2022-03-05 19:03:37,25.5198,90.2201,63.82,30,0,2.46,clear sky
336,Champerico,GT,2022-03-05 19:03:38,14.3,-91.9167,93.94,52,63,11.07,broken clouds
337,Matagami,CA,2022-03-05 19:03:38,49.7502,-77.6328,21.24,77,100,5.17,overcast clouds
338,Lata,PT,2022-03-05 19:03:38,40.1629,-8.3327,52.81,74,35,4.43,scattered clouds
339,Jiuquan,CN,2022-03-05 19:03:39,39.7432,98.5174,44.26,29,86,23.91,overcast clouds
340,El Cobre,CU,2022-03-05 19:03:40,20.0489,-75.9469,84.15,54,76,6.82,broken clouds
341,Lapua,FI,2022-03-05 19:03:41,62.9693,23.0088,29.08,94,100,6.6,overcast clouds
342,Gamba,GA,2022-03-05 19:03:41,-2.65,10.0,79.39,86,100,4.32,light rain
343,Ginir,ET,2022-03-05 19:03:41,7.1333,40.7,61.11,27,90,4.45,overcast clouds
344,Hay River,CA,2022-03-05 18:59:48,60.8156,-115.7999,12.18,92,100,6.91,light snow
345,Roma,US,2022-03-05 19:01:05,43.2128,-75.4557,41.85,45,0,9.22,clear sky
346,Nabire,ID,2022-03-05 19:03:42,-3.3667,135.4833,75.18,93,100,2.44,overcast clouds
347,Bonthe,SL,2022-03-05 19:03:43,7.5264,-12.505,80.13,76,100,8.84,overcast clouds
348,Frontera,MX,2022-03-05 19:03:43,26.9333,-101.45,85.14,32,0,6.35,clear sky
349,Shushenskoye,RU,2022-03-05 19:03:43,53.325,91.9356,24.48,91,100,4.09,overcast clouds
350,Abu Kamal,SY,2022-03-05 19:03:44,34.4506,40.9171,57.04,36,97,7.94,overcast clouds
351,Veshenskaya,RU,2022-03-05 19:03:45,49.6303,41.7334,27.66,90,100,13.27,overcast clouds
352,Salisbury,GB,2022-03-05 19:03:45,51.0693,-1.7957,45.01,70,96,18.3,overcast clouds
353,Brae,GB,2022-03-05 19:03:46,60.3964,-1.353,42.71,75,8,12.48,clear sky
354,Petropavlovsk-Kamchatskiy,RU,2022-03-05 19:03:47,53.0452,158.6483,12.79,85,20,2.24,few clouds
355,Tibacuy,CO,2022-03-05 19:03:47,4.3511,-72.4564,89.2,50,100,8.32,overcast clouds
356,Marigot,MF,2022-03-05 19:03:48,18.0667,-63.0833,82.04,76,0,19.98,clear sky
357,Klaksvik,FO,2022-03-05 19:03:49,62.2266,-6.589,41.92,80,11,12.01,few clouds
358,Fond Du Lac,US,2022-03-05 19:03:08,43.775,-88.4388,55.2,76,100,5.75,overcast clouds
359,Cabo San Lucas,MX,2022-03-05 19:01:00,22.8909,-109.9124,83.61,54,0,1.01,clear sky
360,Simao,CN,2022-03-05 19:03:50,22.7886,100.9748,59.38,28,81,0.51,broken clouds
361,Quatre Cocos,MU,2022-03-05 19:03:50,-20.2078,57.7625,80.1,84,100,12.95,overcast clouds
362,Yumen,CN,2022-03-05 19:03:51,40.2833,97.2,41.63,30,40,18.43,scattered clouds
363,Puri,IN,2022-03-05 19:03:51,19.8,85.85,73.92,71,32,10.83,scattered clouds
364,Caravelas,BR,2022-03-05 19:03:52,-17.7125,-39.2481,83.01,63,100,7.36,overcast clouds
365,Husavik,IS,2022-03-05 19:03:53,66.0449,-17.3389,35.15,79,100,13.69,overcast clouds
366,Tuatapere,NZ,2022-03-05 19:02:00,-46.1333,167.6833,64.81,76,98,8.08,overcast clouds
367,Ilinskiy,RU,2022-03-05 19:03:53,55.619,38.1182,28.78,69,75,11.18,broken clouds
368,Kamenka,RU,2022-03-05 19:03:54,51.3223,42.7678,27.75,86,99,16.69,overcast clouds
369,Gurupi,BR,2022-03-05 19:03:54,-11.7292,-49.0686,82.67,72,50,6.8,scattered clouds
370,Mount Gambier,AU,2022-03-05 19:03:55,-37.8333,140.7667,57.85,73,41,13.8,scattered clouds
371,Camacha,PT,2022-03-05 19:03:55,33.0833,-16.3333,60.22,82,75,17.27,broken clouds
372,Shaowu,CN,2022-03-05 19:04:56,27.3409,117.4831,62.33,94,100,1.57,overcast clouds
373,Plymouth,US,2022-03-05 19:04:51,41.8334,-70.8328,44.51,39,0,11.5,clear sky
374,Gravdal,NO,2022-03-05 19:04:57,68.1214,13.5031,37.53,71,100,25.59,overcast clouds
375,Coquimbo,CL,2022-03-05 19:00:54,-29.9533,-71.3436,70.97,66,47,10.92,scattered clouds
376,Kahului,US,2022-03-05 19:04:57,20.8947,-156.47,77.02,63,20,8.05,few clouds
377,Palafrugell,ES,2022-03-05 19:04:58,41.9174,3.1631,55.56,87,98,1.01,overcast clouds
378,Antalaha,MG,2022-03-05 19:04:58,-14.9003,50.2788,76.17,91,100,5.17,moderate rain
379,Uvalde,US,2022-03-05 19:04:59,29.3669,-99.767,77.52,43,100,8.05,overcast clouds
380,Urusha,RU,2022-03-05 19:04:59,54.05,122.9,-9.15,97,5,2.82,clear sky
381,Barabai,ID,2022-03-05 19:04:59,-2.5833,115.3833,74.61,97,100,0.45,overcast clouds
382,Gorgan,IR,2022-03-05 19:05:00,36.8387,54.4348,48.16,76,40,0.0,scattered clouds
383,Aykhal,RU,2022-03-05 19:02:57,66.0,111.5,-18.51,100,100,3.56,overcast clouds
384,Hithadhoo,MV,2022-03-05 19:00:32,-0.6,73.0833,82.51,70,13,7.31,few clouds
385,Mahebourg,MU,2022-03-05 19:01:15,-20.4081,57.7,80.26,84,99,12.68,overcast clouds
386,Stornoway,GB,2022-03-05 19:05:01,58.2093,-6.3865,39.92,84,17,4.61,few clouds
387,Chuzhou,CN,2022-03-05 19:05:02,32.3219,118.2978,44.67,32,100,10.13,overcast clouds
388,Oistins,BB,2022-03-05 19:05:02,13.0667,-59.5333,82.49,65,40,26.46,scattered clouds
389,Birnin Kebbi,NG,2022-03-05 19:05:02,12.4539,4.1975,91.76,11,100,7.14,overcast clouds
390,Maunabo,PR,2022-03-05 19:05:03,18.0072,-65.8993,82.24,89,16,15.01,few clouds
391,Qasigiannguit,GL,2022-03-05 19:05:04,68.8193,-51.1922,37.65,57,100,9.01,overcast clouds
392,Pekalongan,ID,2022-03-05 19:05:04,-6.8886,109.6753,82.0,88,100,3.71,overcast clouds
393,Talara,PE,2022-03-05 19:05:04,-4.5772,-81.2719,84.96,58,0,19.57,clear sky
394,Owando,CG,2022-03-05 19:05:05,-0.4819,15.8999,75.47,74,54,2.37,light rain
395,Crixas,BR,2022-03-05 19:05:05,-14.5489,-49.9692,84.92,62,26,4.99,scattered clouds
396,Buin,CL,2022-03-05 19:01:54,-33.7333,-70.75,84.06,23,12,8.48,few clouds
397,Tezu,IN,2022-03-05 19:05:06,27.9167,96.1667,63.64,45,45,4.79,scattered clouds
398,Sibolga,ID,2022-03-05 19:04:42,1.7427,98.7792,75.94,88,100,2.08,light rain
399,Sokolovo,RU,2022-03-05 19:05:06,52.5318,84.7896,20.79,95,100,6.93,overcast clouds
400,Lobito,AO,2022-03-05 19:05:06,-12.3481,13.5456,79.34,79,89,4.7,overcast clouds
401,Calvinia,ZA,2022-03-05 19:05:07,-31.4707,19.776,77.29,23,0,4.9,clear sky
402,Novikovo,RU,2022-03-05 19:05:07,51.1537,37.8879,20.41,90,45,7.78,scattered clouds
403,Kisarawe,TZ,2022-03-05 19:05:08,-6.9,39.0667,75.07,84,81,4.88,broken clouds
404,Bad Gandersheim,DE,2022-03-05 19:00:16,51.8667,10.0333,36.88,65,4,2.86,clear sky
405,Gambo,CF,2022-03-05 19:05:08,4.6482,22.2633,80.01,47,22,2.08,few clouds
406,Chara,RU,2022-03-05 19:05:09,56.9064,118.2631,-4.61,75,100,1.45,overcast clouds
407,Youkounkoun,GN,2022-03-05 19:05:09,12.5333,-13.1333,92.5,13,83,4.99,broken clouds
408,Rio Gallegos,AR,2022-03-05 19:01:43,-51.6226,-69.2181,53.02,46,98,32.01,overcast clouds
409,Broome,US,2022-03-05 19:05:10,42.2506,-75.833,45.46,44,100,8.99,overcast clouds
410,Baykit,RU,2022-03-05 19:05:10,61.67,96.37,-10.44,100,98,2.39,overcast clouds
411,Makakilo City,US,2022-03-05 19:05:10,21.3469,-158.0858,77.32,60,0,4.61,clear sky
412,Juneau,US,2022-03-05 19:02:46,58.3019,-134.4197,37.22,99,100,4.47,snow
413,Mandiana,GN,2022-03-05 19:05:11,10.6333,-8.6833,88.74,17,0,3.2,clear sky
414,Olafsvik,IS,2022-03-05 19:05:11,64.8945,-23.7142,35.17,99,100,16.42,snow
415,Ostrovnoy,RU,2022-03-05 19:05:12,68.0531,39.5131,14.56,91,100,13.38,overcast clouds
416,Te Anau,NZ,2022-03-05 19:05:12,-45.4167,167.7167,57.81,83,74,6.35,light rain
417,Tierra Colorada,MX,2022-03-05 19:05:12,17.1667,-99.5833,81.16,29,18,7.61,few clouds
418,Dawlatabad,AF,2022-03-05 19:06:13,36.4141,64.9053,51.21,80,98,5.77,overcast clouds
419,Saint George,US,2022-03-05 19:05:31,37.1041,-113.5841,51.44,48,75,19.57,broken clouds
420,Oranjemund,NA,2022-03-05 19:06:13,-28.55,16.4333,66.65,85,5,9.46,clear sky
421,Richards Bay,ZA,2022-03-05 19:06:14,-28.783,32.0377,74.43,83,96,9.78,light rain
422,Faya,SA,2022-03-05 19:06:14,18.3851,42.4509,59.52,63,76,3.0,broken clouds
423,North Bend,US,2022-03-05 19:06:14,43.4065,-124.2243,50.16,92,100,13.8,overcast clouds
424,Winneba,GH,2022-03-05 19:06:15,5.3511,-0.6231,81.27,79,100,9.57,overcast clouds
425,Port Macquarie,AU,2022-03-05 19:06:15,-31.4333,152.9167,69.76,94,68,4.41,broken clouds
426,Ketchikan,US,2022-03-05 19:06:16,55.3422,-131.6461,40.98,93,100,4.61,overcast clouds
427,Egvekinot,RU,2022-03-05 19:06:16,66.3167,-179.1667,-5.44,86,100,8.63,overcast clouds
428,Khotynets,RU,2022-03-05 19:06:16,53.1286,35.3966,21.25,91,72,7.29,broken clouds
429,Santa Cruz,BO,2022-03-05 19:06:17,-17.8,-63.1667,91.45,55,40,16.11,scattered clouds
430,Tamandare,BR,2022-03-05 19:06:17,-8.7597,-35.1047,77.02,86,100,7.99,light rain
431,Manono,CD,2022-03-05 19:02:15,-7.3,27.4167,72.36,89,100,4.52,overcast clouds
432,Almunecar,ES,2022-03-05 19:06:17,36.7339,-3.6907,58.12,70,100,12.77,overcast clouds
433,Abay,KZ,2022-03-05 19:06:18,49.6311,72.8539,34.18,91,83,18.54,broken clouds
434,Floro,NO,2022-03-05 19:06:18,61.5996,5.0328,37.96,100,100,8.05,overcast clouds
435,Padang,ID,2022-03-05 19:06:18,-0.9492,100.3543,77.59,86,100,3.58,moderate rain
436,Jonkoping,SE,2022-03-05 19:06:19,57.7814,14.1562,33.51,74,100,4.61,overcast clouds
437,Mehran,IR,2022-03-05 19:06:19,33.1222,46.1646,60.8,29,94,6.85,overcast clouds
438,Khasan,RU,2022-03-05 19:06:20,42.4308,130.6434,28.15,52,14,29.77,few clouds
439,Zemio,CF,2022-03-05 19:06:20,5.0314,25.1361,80.92,35,69,2.66,broken clouds
440,Storforshei,NO,2022-03-05 19:06:20,66.4043,14.5233,34.66,97,100,6.89,snow
441,Kumba,CM,2022-03-05 19:06:21,4.6363,9.4469,75.25,92,100,3.02,overcast clouds
442,Qurayyat,SA,2022-03-05 19:02:12,31.3318,37.3428,58.87,39,0,5.46,clear sky
443,Lensk,RU,2022-03-05 19:06:21,60.7253,114.9278,10.92,96,100,3.47,light snow
444,Pevek,RU,2022-03-05 19:06:22,69.7008,170.3133,-26.03,100,99,2.93,overcast clouds
445,Zadar,HR,2022-03-05 19:06:22,44.1197,15.2422,43.65,42,0,13.8,clear sky
446,Santa Lucia,ES,2022-03-05 19:06:22,27.9117,-15.5407,58.32,59,40,32.21,scattered clouds
447,Ixtapa,MX,2022-03-05 19:06:23,20.7,-105.2,79.83,41,0,9.22,clear sky
448,Saint-Pierre,RE,2022-03-05 19:06:23,-21.3393,55.4781,80.28,78,75,23.02,broken clouds
449,Mengcheng,CN,2022-03-05 19:06:23,33.2579,116.5655,45.46,41,100,9.19,overcast clouds
450,Oussouye,SN,2022-03-05 19:06:24,12.485,-16.5469,78.35,35,100,14.16,overcast clouds
451,Biak,ID,2022-03-05 19:06:24,-0.9131,122.8766,76.6,84,100,4.92,overcast clouds
452,La Palma,US,2022-03-05 19:06:24,33.8464,-118.0467,61.88,53,0,19.57,clear sky
453,Kargasok,RU,2022-03-05 19:06:25,59.0556,80.8572,1.99,96,100,5.66,overcast clouds
454,Westport,US,2022-03-05 19:06:25,41.1415,-73.3579,46.42,43,0,5.75,clear sky
455,Parabel,RU,2022-03-05 19:06:26,58.6978,81.4825,5.7,94,100,5.17,overcast clouds
456,Vostok,RU,2022-03-05 19:06:26,46.4856,135.8833,11.7,95,100,2.64,overcast clouds
457,Shache,CN,2022-03-05 19:06:26,38.4167,77.2406,47.48,28,100,1.61,overcast clouds
458,Tutoia,BR,2022-03-05 19:06:27,-2.7619,-42.2744,84.18,77,100,8.5,overcast clouds
459,Alibag,IN,2022-03-05 19:06:27,18.6411,72.8792,82.47,57,3,2.77,clear sky
460,Axim,GH,2022-03-05 19:06:28,4.8699,-2.2405,80.62,83,100,7.14,overcast clouds
461,Nara,JP,2022-03-05 19:02:45,34.6851,135.8049,43.88,51,8,8.1,clear sky
462,Sorong,ID,2022-03-05 19:06:29,-0.8833,131.25,80.44,81,99,3.78,overcast clouds
463,Monster,NL,2022-03-05 19:06:29,52.0258,4.175,40.98,75,2,6.91,clear sky
464,Paujiles,HN,2022-03-05 19:06:30,15.1,-87.35,77.99,39,94,4.79,overcast clouds
465,Partizanskoye,RU,2022-03-05 19:07:30,55.5006,94.39,26.38,90,100,10.8,overcast clouds
466,Port-Gentil,GA,2022-03-05 19:07:30,-0.7193,8.7815,82.35,77,90,8.84,overcast clouds
467,Avera,US,2022-03-05 19:07:31,33.194,-82.5271,74.86,56,9,9.42,clear sky
468,Lodja,CD,2022-03-05 19:07:31,-3.4833,23.4333,71.49,98,100,3.47,moderate rain
469,Pyinmana,MM,2022-03-05 19:07:32,19.7333,96.2167,70.57,24,42,4.0,scattered clouds
470,Mineros,BO,2022-03-05 19:07:32,-17.1167,-63.2333,90.99,60,86,7.09,overcast clouds
471,Alugan,PH,2022-03-05 19:07:32,12.2188,125.4808,77.94,90,100,12.15,overcast clouds
472,Kutum,SD,2022-03-05 19:07:34,14.2,24.6667,78.26,11,88,9.57,overcast clouds
473,Laiyang,CN,2022-03-05 19:07:34,36.9758,120.7136,28.45,31,7,2.24,clear sky
474,Thinadhoo,MV,2022-03-05 19:07:35,0.5333,72.9333,82.42,73,6,8.86,clear sky
475,Namibe,AO,2022-03-05 19:07:35,-15.1961,12.1522,74.62,64,100,10.89,overcast clouds
476,Geraldton,AU,2022-03-05 19:05:29,-28.7667,114.6,63.01,88,0,6.91,clear sky
477,Taltal,CL,2022-03-05 19:07:36,-25.4,-70.4833,72.18,72,44,7.05,scattered clouds
478,Taitung,TW,2022-03-05 19:07:37,22.7583,121.1444,69.64,84,62,11.63,broken clouds
479,Dicabisagan,PH,2022-03-05 19:07:37,17.0818,122.4157,73.49,87,100,0.89,overcast clouds
480,Lapeer,US,2022-03-05 19:07:37,43.0514,-83.3188,53.49,37,0,12.66,clear sky
481,Bairiki,KI,2022-03-05 19:07:38,1.3292,172.9752,80.6,78,40,11.5,light rain
482,Labuhan,ID,2022-03-05 19:07:38,-6.8844,112.2051,77.58,88,100,7.74,overcast clouds
483,Sechura,PE,2022-03-05 19:07:39,-5.5569,-80.8222,84.47,54,43,18.41,scattered clouds
484,Uige,AO,2022-03-05 19:07:39,-7.6087,15.0613,69.96,96,100,2.28,light rain
485,Kununurra,AU,2022-03-05 19:07:39,-15.7667,128.7333,80.58,94,57,2.3,broken clouds
486,Rundu,NA,2022-03-05 19:07:40,-17.9333,19.7667,67.75,94,100,5.59,moderate rain
487,Grenada,ES,2022-03-05 19:04:19,37.1882,-3.6067,50.7,60,20,9.22,few clouds
488,Canoinhas,BR,2022-03-05 19:07:41,-26.1772,-50.39,84.4,44,93,4.23,overcast clouds
489,Alice Springs,AU,2022-03-05 19:06:42,-23.7,133.8833,72.95,46,80,8.05,broken clouds
490,Rocha,UY,2022-03-05 19:07:41,-34.4833,-54.3333,82.44,64,100,6.69,overcast clouds
491,Omsukchan,RU,2022-03-05 19:07:42,62.5333,155.8,-23.51,100,100,4.5,overcast clouds
492,Grand Gaube,MU,2022-03-05 19:07:42,-20.0064,57.6608,80.38,81,100,8.99,overcast clouds
493,Nuevitas,CU,2022-03-05 19:07:42,21.5453,-77.2644,85.44,64,32,18.05,scattered clouds
494,Vao,NC,2022-03-05 19:07:43,-22.6667,167.4833,78.35,80,100,9.28,overcast clouds
495,Catuday,PH,2022-03-05 19:07:43,16.2923,119.8062,77.5,76,100,6.67,overcast clouds
496,Port Lincoln,AU,2022-03-05 19:04:15,-34.7333,135.8667,63.37,76,97,19.62,overcast clouds
497,Veraval,IN,2022-03-05 19:07:44,20.9,70.3667,75.29,61,0,5.82,clear sky
498,Weiswampach,LU,2022-03-05 19:07:44,50.1372,6.075,36.14,70,35,5.3,scattered clouds
499,Magdagachi,RU,2022-03-05 19:07:45,53.45,125.8,0.63,88,5,5.03,clear sky
500,Abaete,BR,2022-03-05 19:07:45,-19.16,-45.4458,85.28,46,58,5.95,broken clouds
501,Mackenzie,CA,2022-03-05 19:04:12,55.2999,-123.1698,25.81,94,100,1.34,overcast clouds
502,Dukat,RU,2022-03-05 19:07:45,62.55,155.55,-24.59,100,100,4.54,overcast clouds
503,Chapais,CA,2022-03-05 19:07:46,49.7834,-74.8492,18.32,74,100,8.75,overcast clouds
504,Tual,ID,2022-03-05 19:07:46,-5.6667,132.75,82.85,79,100,11.43,light rain
505,Bang Saphan,TH,2022-03-05 19:07:46,11.2126,99.5117,77.18,90,82,3.29,broken clouds
506,Dunedin,NZ,2022-03-05 19:07:47,-45.8742,170.5036,58.37,64,100,4.36,overcast clouds
507,Terre-De-Bas,GP,2022-03-05 19:07:47,15.8501,-61.6442,83.71,69,1,18.23,clear sky
508,Camopi,GF,2022-03-05 19:07:47,3.1655,-52.3158,72.61,99,100,1.57,moderate rain
509,Aguas Formosas,BR,2022-03-05 19:07:48,-17.0822,-40.9358,83.86,54,89,7.7,overcast clouds
510,Birobidzhan,RU,2022-03-05 19:07:48,48.8,132.95,18.25,96,100,5.57,overcast clouds
511,Paraguari,PY,2022-03-05 19:07:49,-25.6208,-57.1472,98.02,35,98,7.47,overcast clouds
512,Canton,CN,2022-03-05 19:04:04,23.1167,113.25,71.01,71,3,11.34,clear sky
513,Digri,PK,2022-03-05 19:08:49,25.1558,69.1113,75.76,24,100,8.08,overcast clouds
514,Matara,LK,2022-03-05 19:08:49,5.9485,80.5353,78.4,87,96,6.91,overcast clouds
515,Santa Ines,BR,2022-03-05 19:08:50,-3.6667,-45.38,77.99,91,91,3.31,overcast clouds
516,Sisimiut,GL,2022-03-05 19:08:50,66.9395,-53.6735,29.97,63,95,11.18,overcast clouds
517,Qui Nhon,VN,2022-03-05 19:08:50,13.7667,109.2333,74.86,88,98,4.09,overcast clouds
518,Nome,US,2022-03-05 19:04:40,64.5011,-165.4064,15.87,86,100,8.05,overcast clouds
519,Tizimin,MX,2022-03-05 19:08:51,21.15,-88.15,91.49,35,60,13.31,broken clouds
520,Yefremov,RU,2022-03-05 19:08:51,53.1481,38.0992,24.22,91,89,11.97,overcast clouds
521,Erdenet,MN,2022-03-05 19:08:52,49.0333,104.0833,10.87,91,100,4.54,overcast clouds
522,Nanticoke,US,2022-03-05 19:08:52,41.2054,-76.0049,48.2,50,100,4.0,overcast clouds
523,Nuuk,GL,2022-03-05 19:08:52,64.1835,-51.7216,21.58,80,100,40.58,overcast clouds
524,Chumikan,RU,2022-03-05 19:08:53,54.7183,135.315,-3.82,94,91,5.1,overcast clouds
525,Jiwani,PK,2022-03-05 19:08:53,25.05,61.7417,73.9,75,27,6.93,scattered clouds
